logFC	AveExpr	t	P.Value	adj.P.Val	B
13177744	-1.40650816466667	7.82971259711111	-4.91505929611698	0.000156125659927026	0.05049029115921	1.09478104077667
13200575	-1.603507834	6.52830833877778	-4.91414627240223	0.000156414496174454	0.05049029115921	1.09312505819888
13112903	-1.279141297	7.56641590877778	-4.8974746945678	0.000161786147845422	0.0519162516251556	1.06286795787735
13020821	-1.557629983	9.07429829711111	-4.89555553736114	0.000162416548393922	0.0519162516251556	1.05938255592765
13231803	-1.248933349	4.94896603461111	-4.8900918985994	0.000164225077635994	0.0521164070224851	1.04945734646597
13003773	-1.249912187	6.88376356038889	-4.8888669426958	0.000164633381968844	0.0521164070224851	1.04723156493707
13137233	0.953771169333331	7.18489675672222	4.88585513611686	0.000165641719214342	0.052183512387872	1.04175819045835
13039538	-1.07238298033333	6.35673874966667	-4.86768884821325	0.00017185961493789	0.053275636284515	1.00871948960021
12920897	1.17202578233333	2.450157502	4.86521547889302	0.000172724530491228	0.053275636284515	1.0042179126337
12921747	1.17202578233333	2.450157502	4.86521547889302	0.000172724530491228	0.053275636284515	1.0042179126337
12941147	1.17202578233333	2.450157502	4.86521547889302	0.000172724530491228	0.053275636284515	1.0042179126337
13131569	-1.204770225	7.02482237272222	-4.85905580582142	0.000174897982279412	0.053275636284515	0.993003767793848
13060228	-1.33479052566667	7.48721198572222	-4.85587258694823	0.000176032166334007	0.053275636284515	0.987206566270057
13219533	-1.16668659366667	4.17594801133333	-4.85567494842545	0.000176102833485944	0.053275636284515	0.986846588818914
13151446	-1.78271752866667	7.22465944494444	-4.84811875775693	0.000178826552391978	0.053275636284515	0.973080036660457
13033477	-1.17863556633333	4.53705475066667	-4.84558720751559	0.000179748715298775	0.053275636284515	0.968466193798892
13069514	-1.42837510866667	7.25151407427778	-4.84406852388924	0.000180304263183889	0.053275636284515	0.965697944172329
13094956	-1.15338405966667	7.83162111477778	-4.84316150468851	0.000180636898733831	0.053275636284515	0.964044493154494
12945312	-1.14443804033333	6.21482118566667	-4.83940637575016	0.000182020748017471	0.053275636284515	0.957197962209007
