Gene,c,c,d,d
77805,0.467568,0.575745,0.976677,1.168124
66875,0.356537,0.391641,0.819401,1.198022
71988,0.467322,0.307514,0.719844,1.139749
231123,0.324022,0.095464,0.836599,1.408852
67973,0.148083,0.22222,0.895137,1.422657
244672,0.118264,0.200174,1.04451,1.286601
66244,0.220003,0.23398,1.038961,1.358519
12421,0.034909,0.722257,1.154215,1.306823
66580,0.142808,0.451028,1.226001,1.365532
73130,0.24709,0.406829,1.137141,1.471334
233168,0.111623,0.557065,1.397377,1.11907
240641,0.086753,0.558351,1.263111,1.571079
73254,0.104344,0.606954,1.309608,1.474946
245368,0.503547,0.140569,1.103974,0.621956
108686,0.215141,0.776879,1.449578,1.274237
22589,0.245091,0.457529,1.229052,1.111839
665775,0.144736,0.595758,1.357155,1.029063
19877,0.30237,0.571581,1.177512,1.158612
70099,0.344437,0.438937,0.951319,1.046023
331401,0.267817,0.446344,1.111387,1.214873
67241,0.264733,0.576185,1.066167,1.147701
94246,0.313306,0.505282,1.091012,1.092823
238692,0.649439,0.632832,0.750118,1.562209
218314,0.09673,0.74202,0.9796,1.574879
74670,0.251408,0.631407,0.926574,1.3265
98267,0.354933,0.763073,0.874107,1.181587
50490,0.740587,0.623927,1.080558,1.166823
331188,0.18554,0.444826,1.321566,1.183514
73910,0.417691,0.718456,1.104615,0.989482
72807,0.215631,0.691149,0.722104,1.245775
72745,0.750855,0.414608,1.137141,1.528909
218476,0.155624,0.061065,1.631906,1.763975
71091,0.177157,0.154441,1.459069,1.262935
626802,0.069436,0.347369,0.955694,1.287537
628308,0.019268,0.021408,1.007304,1.252671
75744,0.830662,0.259885,0.77806,0.510689
106740,0.091221,0.365946,1.10472,1.089106
21828,0.536254,0.465851,1.483249,0.75314
17263,0.380242,0.182032,1.087937,0.722388
18158,0.211158,0.801682,1.077552,1.774621
17901,0.089797,1.010309,1.35287,1.792773
78785,0.267651,1.324366,1.307066,1.580959
240697,0.326574,0.595813,1.230251,1.486441
381236,0.250714,0.822682,1.312228,1.199948
414085,1.217025,0.957794,0.976677,1.401744
12491,0.385744,1.00673,2.088701,1.353467
12523,0.204534,1.076439,1.815213,1.901479
246313,0.801987,1.415241,1.604267,1.180338
100038392,0.380691,0.454951,1.815213,1.486441
383619,0.376838,0.661401,1.681462,1.725907
73852,0.622303,0.671182,1.682303,1.903318
100316870,0.24179,0.333597,1.293137,1.346002
319272,0.244048,0.118018,1.526644,1.456606
68074,0.404122,0.360232,1.52047,1.314555
668415,0.224463,0.375999,1.375301,1.166823
81014,0.470406,0.019776,1.372769,1.199948
259104,0.352216,0.411508,1.379599,1.539666
382867,0.328136,0.416188,1.42108,1.533878
654820,0.090773,0.448408,1.424718,1.904128
624341,0.63515,0.448408,1.167136,1.547758
75084,0.689563,0.245489,1.10472,1.270713
75202,0.117656,0.213942,1.673194,1.36091
73656,0.230213,0.64034,1.286005,0.985247
100463512,0.454618,0.797133,0.148334,1.45731
17948,0.192299,0.98333,0.459069,1.030762
319236,0.015694,0.965408,0.552179,0.541768
54446,0.294549,0.674751,0.661453,0.532634
214133,0.763656,0.219043,0.963112,0.534049
17248,0.259413,0.008643,0.595995,0.55673
72735,0.329803,0.076439,0.651714,0.939614
212391,0.796679,0.001564,0.348645,0.434911
53871,0.74484,0.183354,0.960263,0.429858
12753,0.3498,0.408635,0.980838,0.833904
26405,0.377855,0.451119,0.718783,0.511103
433801,0.268402,0.661401,0.577714,0.842317
66689,0.602821,0.389597,0.736603,0.536565
320506,0.414692,0.935576,0.84016,1.04507
245596,0.668219,0.137839,0.783504,0.557826
12121,0.349168,0.130887,1.137141,0.567361
378466,0.626196,0.535871,0.944496,0.682838
240283,0.534137,0.34749,0.654781,0.889369
320271,0.33722,0.32942,1.005038,0.847898
99526,0.289161,0.114407,0.580748,0.749476
15234,0.956585,0.133022,1.137141,0.827478
93708,0.607337,0.228442,1.289144,0.512913
328734,0.999654,1.154441,1.359534,1.445799
432812,0.450097,1.127065,1.236677,1.545335
619331,0.860317,1.002438,1.338775,1.223407
71306,0.532432,0.375999,1.191589,1.166823
192190,0.443426,0.410078,0.378149,0.815887
14934,0.608255,0.244828,0.403607,0.712494
266645,0.611304,0.439009,0.348286,0.73798
99887,0.018962,0.796649,0.286655,0.574879
22042,0.557483,0.443034,0.276809,1.315679
224691,0.014152,0.100439,0.269592,0.949232
665155,0.026341,0.084026,0.023323,0.11763
242505,0.614256,0.076439,0.199894,0.223407
19258,1.22431,0.398367,0.459069,0.674068
50720,0.959853,0.084026,0.211142,0.024521
67579,0.282036,0.124258,0.000362,0.340325
665005,1.066768,0.339473,0.447821,0.224052
19329,0.388696,0.398367,0.944496,2.030762
17105,0.374891,1.116703,0.868652,0.685311
18260,0.023429,1.107466,1.039844,1.481205
223626,0.066768,1.163902,0.892029,0.923847
100041979,0.218771,0.950908,1.385069,1.393332
211484,0.331781,0.98333,1.780997,1.808369
231583,0.066768,1.228442,1.359534,1.37541
244556,0.048709,1.076439,0.722104,1.486441
239250,0.535268,0.985673,1.919141,1.509711
58809,0.626254,0.786932,1.340675,1.308296
69149,0.628377,0.950908,1.17667,1.411034
217721,0.552195,1.728516,1.651714,2.143972
449000,0.6948,1.175975,1.030226,2.116492
18606,0.162984,0.623927,1.626526,1.355857
74147,0.070735,1.146828,2.207531,2.091303
71653,0.532432,1.330196,1.606627,1.982399
18823,0.33377,1.140569,1.5846,1.156293
407812,0.066768,1.468756,1.995122,1.746969
75329,0.13254,0.813405,2.137141,1.753922
668940,0.656784,0.580205,1.001789,1.918869
73229,0.502867,0.409014,1.469717,1.597802
78655,0.235794,0.076439,0.289144,0.053482
12075,0.514227,1.950908,1.944496,1.223407
14281,0.048709,1.854047,0.69902,1.188641
14282,0.429338,2.030635,0.837581,0.393332
71712,0.058763,0.713869,1.722104,0.960372
104816,0.329803,1.20197,0.32229,2.646618
24059,1.092303,0.999818,0.951586,2.185605
50530,0.438737,0.635866,0.110786,2.743664
12925,0.665309,0.818943,0.955027,1.926689
230161,0.140769,0.62898,0.985138,2.097876
78887,1.173684,0.311817,1.309094,2.089551
22035,0.575782,1.213942,0.06931,1.638444
171531,1.066768,0.906514,0.426648,1.638444
78558,0.997506,0.55037,0.360358,1.193033
66776,0.948124,0.166637,0.782858,1.962698
19156,0.291189,0.188999,0.281595,1.397226
21938,0.007875,0.169548,0.06931,0.941007
73690,0.392663,0.271484,0.210782,1.460446
21410,0.88493,0.133022,0.741213,1.164513
67434,0.414692,0.00605,1.066752,1.416052
67775,0.192299,0.661401,1.137141,1.393332
432720,1.739194,1.213942,1.459069,2.573904
68404,1.832303,1.298831,1.252618,2.496425
70717,0.74484,1.076439,1.459069,2.808369
12722,2.863969,1.386779,1.470565,0.486441
78500,3.392663,0.076439,1.611072,0.37541
241197,1.933232,2.246364,1.044032,0.223407
20737,2.547942,0.93442,0.944496,1.076153
232406,2.740587,0.523898,0.152365,0.236025
671535,2.020695,0.883794,0.552179,0.338884
74191,4.068052,0.813405,0.137141,1.946518
13813,0.518194,1.076439,0.722104,2.393332
67866,0.933232,1.535871,1.307066,1.923847
243914,0.388696,0.924436,0.985138,0.098521
16168,1.196266,0.298831,2.41016,0.638444
319476,0.435732,1.298831,3.307066,2.545335
17927,1.781229,2.154441,1.359534,0.960372
21838,0.876648,1.480829,2.003875,0.042835
241327,0.103157,2.776879,1.800106,0.361556
74694,1.204272,2.535871,1.459069,0.223407
100042173,0.429338,0.246364,0.596573,0.808369
72536,1.032767,1.454951,0.815213,0.223407
621603,0.670197,2.088412,0.439704,0.435556
69665,0.007232,1.62898,0.552179,0.596021
20202,3.840122,0.011024,0.142967,0.056701
217830,5.529716,0.245489,1.274645,0.708834
75732,6.482684,0.776879,0.055504,0.030762
626175,7.638288,0.114845,1.481954,0.897256
73679,4.187762,0.813405,0.862859,0.638444
22416,1.932666,1.986611,3.632276,3.133579
23836,0.518194,0.661401,3.044032,1.808369
613254,1.382539,1.754511,3.815213,1.071404
56554,0.876648,2.298831,3.874107,1.445799
14940,5.578722,1.398367,0.862859,1.030762
50764,2.814824,2.245489,1.184787,1.098521
100503434,4.854478,3.093486,0.710856,0.139163
667410,5.848128,1.004481,0.434765,0.894988
353328,2.383786,0.294524,0.137141,2.808369
666899,1.933232,1.008052,0.146019,1.7662
